@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
3118,'2024/05/30 14:57:50:800',20,0,0,3.529081,2.59579,3.769751,1.440262,2.031355,2.469516,1.394056,0.746387,1.873113,1.648338,1.361401,4.656948,3.203096,2.788873,2.593109,3.299655,2.891745,2.365552,1.972245,2.336217,1.871644,2.116251,1.573631,0,?,0,0,0,0
3119,'2024/05/30 14:57:50:835',20,0,0,2.77292,2.651736,1.238955,1.659446,2.657089,2.647655,1.373068,1.15869,2.710533,1.467054,2.004043,2.403969,3.091037,3.255547,3.662758,3.951853,6.11875,2.810952,1.996552,1.607505,1.747716,1.684934,1.370924,0,?,0,0,0,0
3120,'2024/05/30 14:57:50:867',20,0,0,5.762043,1.641876,1.804203,1.356156,2.94913,2.101606,1.576313,3.269647,3.815077,3.456456,2.412279,2.793556,2.360828,3.419356,5.345841,3.426552,3.65037,4.705274,2.391802,2.136073,2.17514,2.344656,1.31774,0,?,0,0,0,0
3121,'2024/05/30 14:57:50:901',20,0,0,6.045389,2.370343,1.546753,1.553847,1.898042,0.720834,0.736623,2.294625,2.893639,2.711482,2.74089,3.012344,2.338538,3.660932,2.886598,3.539449,2.990731,2.259311,1.572977,1.972198,2.236857,2.301287,1.606245,0,?,0,0,0,0
3122,'2024/05/30 14:57:50:935',20,0,0,6.706192,4.486481,1.212988,0.668544,0.894167,1.007097,1.986229,1.947381,2.461513,2.175658,1.975699,2.628613,1.176438,2.006156,2.01023,3.088555,4.684155,3.239202,2.504946,1.823217,2.04946,1.771641,2.108378,0,?,0,0,0,0
3123,'2024/05/30 14:57:50:968',20,0,0,10.996112,1.529041,3.861811,2.271133,3.051213,2.825918,1.28964,2.233296,2.019495,1.182853,2.323396,3.014594,1.767874,2.927886,2.973621,4.844917,4.383861,2.096087,1.650916,1.881994,2.671209,1.34029,1.580845,0,?,0,0,0,0
3124,'2024/05/30 14:57:51:002',20,0,0,4.208951,3.867515,2.630612,0.308502,2.607658,2.615967,1.712841,1.822515,3.112607,1.677087,1.89382,2.528845,2.368007,3.477423,3.162869,3.459268,3.979593,2.255424,2.265651,2.70053,2.613684,1.350741,1.312345,0,?,0,0,0,0
3125,'2024/05/30 14:57:51:035',20,0,0,2.417299,1.561109,1.378554,1.618526,1.64018,2.232455,0.904879,1.080583,1.127606,2.279922,2.912339,2.553713,1.86301,2.136945,2.122092,2.801661,4.887387,3.468192,3.067894,1.761167,1.346832,1.895618,1.57669,0,?,0,0,0,0
3126,'2024/05/30 14:57:51:067',20,0,0,4.816449,1.564497,0.878574,1.240298,2.61806,3.514739,1.798429,1.088843,1.419755,2.616869,2.585761,3.06707,1.848588,1.802625,1.998971,2.738777,3.525942,2.723584,1.843873,2.15678,2.171492,1.707081,1.895282,0,?,0,0,0,0
3127,'2024/05/30 14:57:51:101',20,0,0,9.457087,4.262004,2.078651,2.641947,2.707396,1.964394,1.703995,1.860434,2.111841,1.8989,1.898461,2.943191,2.354235,2.664175,4.360035,2.932146,3.223741,2.245778,2.203701,1.87538,1.547389,1.447781,2.260935,0,?,0,0,0,0
3128,'2024/05/30 14:57:51:135',20,0,0,4.274908,3.744911,3.923848,3.748082,5.113481,3.541357,1.195027,0.949945,1.248214,1.214249,1.609051,1.626271,3.132895,3.001231,1.888131,4.4582,7.007977,3.846302,3.439988,1.882907,2.414392,1.729029,1.596223,0,?,0,0,0,0
3129,'2024/05/30 14:57:51:168',20,0,0,5.42832,3.117945,2.192591,2.147242,2.05912,1.886821,1.399167,1.789187,1.762276,1.366315,1.691967,2.665638,2.953559,3.755996,3.755253,2.715987,3.80879,1.9471,1.878516,1.653662,1.963002,1.518916,1.491087,0,?,0,0,0,0
3130,'2024/05/30 14:57:51:201',20,0,0,3.163687,3.375256,3.912392,1.552791,2.539512,3.811465,1.97924,2.016827,3.3164,1.847831,2.839411,3.649359,2.51087,3.289094,2.974848,4.442177,4.503851,3.260489,2.819982,1.737408,1.652003,2.033207,1.933691,0,?,0,0,0,0
3131,'2024/05/30 14:57:51:235',20,0,0,0.468631,3.929568,3.545596,2.096273,1.271923,2.403264,1.31061,1.450798,1.464049,2.327934,1.771947,2.877098,3.092458,3.550573,4.841362,6.104141,4.466136,2.055323,2.168276,2.427807,1.800877,1.987184,1.154796,0,?,0,0,0,0
3132,'2024/05/30 14:57:51:268',20,0,0,1.788271,1.395564,2.337182,3.13733,1.454692,1.622925,0.718913,1.558059,1.086928,2.725539,3.200753,2.641751,2.649259,3.725872,3.671661,3.408864,7.120977,2.942446,2.59951,2.531561,1.900387,1.60327,1.728625,0,?,0,0,0,0
3133,'2024/05/30 14:57:51:302',20,0,0,9.340536,4.247618,1.871278,2.535386,1.695581,2.015157,1.87138,1.57012,2.685399,2.323852,1.960367,2.862427,2.458706,1.26241,1.867167,3.074777,4.799636,3.449829,2.36651,2.937041,1.523948,1.491641,1.5365,0,?,0,0,0,0
3134,'2024/05/30 14:57:51:335',20,0,0,5.315915,2.825505,2.790565,2.189732,2.815091,3.075867,2.200989,1.667364,1.480367,2.321182,1.821773,1.620332,1.566469,3.352775,3.365884,3.030433,5.742369,3.86736,2.931071,2.178503,2.233531,2.081666,1.388771,0,?,0,0,0,0
3135,'2024/05/30 14:57:51:368',20,0,0,3.602519,2.232489,3.096389,2.875642,1.604972,3.287202,1.099423,1.269698,1.178453,2.146235,1.057804,1.613642,3.965124,3.902982,6.227259,4.451293,5.016526,3.551451,3.052372,1.736486,1.35064,1.349573,1.394388,0,?,0,0,0,0
3136,'2024/05/30 14:57:51:401',20,0,0,5.683455,3.344183,4.632682,3.099134,2.665847,2.140818,1.468633,0.555347,1.724269,1.699243,1.030592,2.045823,1.480384,2.95063,4.166846,4.84339,4.428236,2.850047,2.964304,2.809471,1.695009,1.687742,1.63516,0,?,0,0,0,0
3137,'2024/05/30 14:57:51:434',20,0,0,2.507835,4.495309,3.003012,2.349016,2.352938,1.140071,1.014481,1.27581,1.99639,3.319041,1.372016,1.829645,4.049069,3.575897,2.019711,3.9454,4.866468,2.444392,1.992974,2.128429,1.606798,1.559484,1.520201,0,?,0,0,0,0
3138,'2024/05/30 14:57:51:468',20,0,0,3.744367,2.754021,2.68748,3.048442,2.218621,2.258176,1.504221,2.514797,1.507794,2.287756,3.289494,2.453642,2.616272,3.626928,4.090616,4.333842,3.470082,2.336996,1.581356,2.003585,2.423112,2.292472,2.142131,0,?,0,0,0,0
3139,'2024/05/30 14:57:51:501',20,0,0,2.429336,1.221751,0.974565,1.657597,1.785204,2.709167,0.956762,1.202101,2.700904,4.003696,2.396595,3.418113,2.461727,3.318393,3.836472,3.610705,4.236891,3.435229,2.204711,1.371825,1.26373,1.831942,1.379164,0,?,0,0,0,0
3140,'2024/05/30 14:57:51:534',20,0,0,2.768325,8.010934,4.45322,2.710374,1.935234,2.844075,1.302114,0.885411,1.137729,1.384364,1.343413,2.61418,2.529189,1.815461,4.41526,3.102204,3.556199,3.136613,2.706389,2.484385,2.024961,1.313475,1.483774,0,?,0,0,0,0
3141,'2024/05/30 14:57:51:568',20,0,0,6.517527,5.482054,1.083418,2.021746,2.137955,1.272735,0.789651,0.95579,0.80417,1.021213,0.952424,2.039382,1.90717,3.030436,2.645866,2.873204,5.96238,3.154335,2.427742,2.188195,2.393516,2.199166,1.104464,0,?,0,0,0,0
3142,'2024/05/30 14:57:51:602',20,0,0,6.681585,4.112358,5.017447,3.943865,2.296571,1.992947,2.314718,2.006944,1.332911,1.891671,2.299553,1.419525,1.722093,2.030535,2.570971,3.682608,3.4305,2.100644,3.582756,2.679406,2.023987,1.572728,1.571502,0,?,0,0,0,0
3143,'2024/05/30 14:57:51:635',20,0,0,2.708128,2.771218,1.457703,2.329015,1.248075,2.416842,1.409303,1.053031,1.625552,2.345636,2.010337,3.334261,3.808623,3.11445,4.700402,1.689295,3.463754,3.656895,2.800452,2.56199,2.320215,1.939114,1.412892,0,?,0,0,0,0
3144,'2024/05/30 14:57:51:668',20,0,0,2.795073,2.875032,2.074535,2.260687,1.493554,1.454197,0.989868,0.971909,1.209416,1.429468,2.379838,2.743322,2.235438,3.49218,3.18514,3.877233,3.189597,2.766079,2.533906,2.124371,1.712181,1.686286,1.312491,0,?,0,0,0,0
3145,'2024/05/30 14:57:51:701',20,0,0,2.682678,4.966435,1.787144,1.254442,1.616872,2.288883,1.53587,1.470348,2.076431,1.771511,2.084497,2.730262,3.530524,3.299878,5.516728,3.351719,3.80923,2.293039,3.896863,2.630744,1.832694,1.622246,1.460326,0,?,0,0,0,0
3146,'2024/05/30 14:57:51:735',20,0,0,6.19012,4.641854,1.484779,1.50861,1.360866,1.20094,1.304606,1.05685,1.824203,2.673051,2.159492,2.320098,2.517425,2.761894,4.670379,4.361355,5.264848,2.640578,1.999368,2.362803,3.094369,1.986053,1.226815,0,?,0,0,0,0
3147,'2024/05/30 14:57:51:768',20,0,0,6.836089,6.536258,2.91127,1.595952,1.728875,0.775758,1.098396,1.578076,1.160367,2.83064,4.348565,4.469293,1.816335,1.678574,2.082143,3.281599,4.682376,3.336437,2.696977,1.800946,1.610825,1.771457,1.420521,0,?,0,0,0,0
3148,'2024/05/30 14:57:51:802',20,0,0,2.59696,1.416797,1.051025,1.96999,3.018585,2.833334,1.682347,1.341261,1.183896,0.909879,2.695456,2.853722,3.318159,2.017967,4.62368,4.752464,4.190646,2.804945,2.002949,1.919949,2.095535,1.577823,2.066633,0,?,0,0,0,0
3149,'2024/05/30 14:57:51:835',20,0,0,3.062153,3.270765,2.269503,2.741552,2.046734,1.206956,1.209572,1.362458,1.296252,1.472013,2.661455,3.558429,2.690391,3.645925,3.927374,5.812357,4.709675,2.58877,2.771979,2.845716,1.571975,1.89176,1.199228,0,?,0,0,0,0
3150,'2024/05/30 14:57:51:868',20,0,0,8.307714,3.974967,2.375519,2.084029,1.556802,1.922344,1.810849,2.079027,1.210997,2.24001,2.164841,3.013393,3.917861,3.177356,3.166476,3.88412,5.540235,2.705572,2.8866,1.841945,1.661569,1.461635,1.279147,0,?,0,0,0,0
3151,'2024/05/30 14:57:51:901',20,0,0,1.216664,1.717785,2.143829,1.354217,1.297422,0.869291,1.804123,1.345078,2.694736,1.466001,3.877218,4.136909,1.89748,1.63092,2.302731,3.845346,2.688227,2.836409,2.497238,2.224002,2.315113,1.425656,1.707389,0,?,0,0,0,0
3152,'2024/05/30 14:57:51:934',20,0,0,4.399157,1.157104,0.602935,1.472127,1.365315,1.461723,1.655063,0.813856,1.141224,2.170216,2.218972,1.629893,2.008263,1.849128,4.258264,4.258326,4.306578,3.719974,2.075831,2.471097,2.408866,1.185493,1.233948,0,?,0,0,0,0
3153,'2024/05/30 14:57:51:968',20,0,0,11.006554,2.073239,2.296199,1.872044,1.676985,2.243491,2.31718,1.780514,1.782885,1.366627,2.225689,2.924369,3.680066,4.598987,1.855371,2.676262,6.569396,3.079069,2.090287,1.921492,1.456456,1.573927,1.927649,0,?,0,0,0,0
3154,'2024/05/30 14:57:52:001',20,0,0,5.852438,3.772636,2.259939,2.527027,3.102278,2.612287,0.578887,1.223508,2.107317,2.560203,2.465535,2.858443,2.398607,3.902664,3.587838,3.231016,3.279413,2.026291,3.362815,1.846083,1.238239,2.16175,1.526454,0,?,0,0,0,0
3155,'2024/05/30 14:57:52:034',20,0,0,8.627128,5.207905,4.44768,2.239557,2.609431,1.539337,0.687984,2.202448,1.653178,2.339822,3.059816,3.340346,4.188416,2.651935,2.190482,4.302978,5.313141,2.845504,2.302593,1.592039,1.661526,1.973631,1.458851,0,?,0,0,0,0
3156,'2024/05/30 14:57:52:069',20,0,0,10.468767,2.813293,3.672473,2.435127,2.468031,0.969831,0.692812,1.307263,1.685069,1.609654,1.749248,2.955646,2.691378,3.923158,6.284908,4.21336,2.087425,2.195143,2.404041,2.649838,1.500841,1.260542,1.083911,0,?,0,0,0,0
3157,'2024/05/30 14:57:52:101',20,0,0,5.620976,2.995609,3.108,2.646616,1.335515,1.116184,1.934791,1.000843,1.338511,2.167313,1.571211,2.229632,3.862058,2.198811,3.341216,2.155269,4.931429,4.377013,2.570034,2.060026,1.488771,1.582422,1.519529,0,?,0,0,0,0
3158,'2024/05/30 14:57:52:135',20,0,0,2.386291,2.271966,0.600554,1.10312,2.530707,4.10584,2.384915,2.39006,2.011304,3.783065,3.673877,5.198411,3.117337,2.566736,3.141506,2.81577,3.985109,2.889006,2.579058,2.469169,2.419472,1.860222,1.410564,0,?,0,0,0,0
3159,'2024/05/30 14:57:52:168',20,0,0,4.602215,2.72584,2.971732,2.961358,3.074836,2.345544,1.643124,1.571668,2.156214,1.213454,2.180551,3.16323,2.819054,3.678935,3.723119,3.610688,2.57291,2.272336,2.555003,2.14268,2.533565,1.780748,1.465316,0,?,0,0,0,0
3160,'2024/05/30 14:57:52:201',20,0,0,4.143745,3.689511,2.463306,1.478623,1.226498,1.367905,1.382503,2.008964,3.590502,1.899748,2.627674,3.056385,2.044876,2.437719,3.638857,4.377027,4.300217,3.471988,2.297831,2.863494,2.287927,1.49535,1.513529,0,?,0,0,0,0
3161,'2024/05/30 14:57:52:234',20,0,0,5.660342,3.016642,3.0794,2.376417,1.224792,2.722107,2.366197,2.530772,2.385105,3.094595,2.198969,2.274312,2.850592,3.577915,2.367155,3.214233,3.613435,2.42994,3.076555,2.128313,2.222314,1.660594,1.523677,0,?,0,0,0,0
3162,'2024/05/30 14:57:52:268',20,0,0,6.224828,2.154253,2.989249,1.135352,1.073848,1.031579,0.921003,2.083429,2.385556,1.411021,1.260884,2.414598,4.372787,2.498253,2.457,3.141305,3.869227,3.212055,2.732825,3.510015,1.926966,1.764063,1.616362,0,?,0,0,0,0
3163,'2024/05/30 14:57:52:301',20,0,0,8.565518,3.610535,3.361244,3.08935,2.101161,2.893552,0.674387,0.956849,0.976998,0.728595,1.103989,3.866099,3.555737,2.556971,2.123097,2.252951,2.302138,3.724909,2.523479,2.461372,1.644186,1.857538,1.677365,0,?,0,0,0,0
3164,'2024/05/30 14:57:52:334',20,0,0,3.167878,5.256386,1.916059,1.188959,0.896347,1.770043,1.200108,2.333397,1.863757,1.529296,1.827947,2.719987,2.953446,2.511139,3.903048,3.235969,4.611579,4.686624,3.4054,2.343546,1.984154,1.597759,1.457245,0,?,0,0,0,0
3165,'2024/05/30 14:57:52:368',20,0,0,0.750957,3.495178,3.093405,2.062735,3.137886,4.144176,2.794385,1.393074,1.702395,1.625423,1.526684,2.387182,1.851728,3.61616,2.988416,2.736195,5.118149,3.919796,2.216198,1.761079,1.878669,1.96171,2.079859,0,?,0,0,0,0
3166,'2024/05/30 14:57:52:401',20,0,0,5.145028,2.643957,0.878173,1.415866,1.602806,1.419657,2.300915,1.719991,1.73668,2.436042,2.23208,2.954895,1.983196,3.312514,1.865142,2.414507,4.985371,5.327722,4.205871,2.337072,2.234568,1.392964,1.541945,0,?,0,0,0,0
3167,'2024/05/30 14:57:52:435',20,0,0,4.457927,4.299912,1.512559,0.822817,1.444094,1.599643,1.06727,1.557103,1.614996,1.265416,1.481906,2.65616,2.888498,3.127973,1.832093,2.965829,3.581553,3.200977,2.218958,2.131404,1.977265,1.376914,1.636008,0,?,0,0,0,0
3168,'2024/05/30 14:57:52:467',20,0,0,5.734319,2.795968,1.631855,1.920658,0.992468,2.039027,0.689663,1.097931,1.077117,0.922231,0.952226,2.117399,1.426938,1.555928,2.755262,5.224467,3.201725,3.207308,2.827871,2.363357,1.728073,2.507828,1.738451,0,?,0,0,0,0
3169,'2024/05/30 14:57:52:501',20,0,0,5.503568,2.127616,1.825484,1.642767,0.970547,2.335798,0.583781,0.576456,1.155476,1.424918,1.748954,3.249141,3.562093,4.514995,4.288075,3.287005,3.218397,2.982278,2.466793,1.801481,1.699027,1.583225,2.014796,0,?,0,0,0,0
3170,'2024/05/30 14:57:52:535',20,0,0,5.266013,1.090932,2.783662,3.331088,1.194399,0.96345,1.739709,0.789412,1.184174,0.877802,1.638139,4.39641,4.183215,2.382282,4.110632,2.79774,3.797081,2.595106,2.407984,1.413641,1.229836,1.70599,1.294648,0,?,0,0,0,0
3171,'2024/05/30 14:57:52:568',20,0,0,9.234628,3.290143,3.370418,2.690603,1.233614,0.761675,2.60135,2.402719,1.110919,2.38875,2.526135,2.192224,2.41755,3.396301,3.555193,4.405674,3.0593,4.301955,2.474435,2.434611,1.739223,1.258581,1.410098,0,?,0,0,0,0
3172,'2024/05/30 14:57:52:601',20,0,0,6.247145,3.88814,2.87905,2.183016,0.977848,1.136001,1.383767,1.579358,1.986249,1.674357,1.390664,4.022789,4.087643,2.631707,3.069715,4.186415,3.237637,2.389912,3.41552,2.150127,1.781151,1.674134,1.494374,0,?,0,0,0,0
3173,'2024/05/30 14:57:52:635',20,0,0,3.916605,1.161337,3.527628,3.086618,3.096487,2.415435,1.60273,1.919715,1.505852,2.83088,1.982293,4.22524,2.217517,3.006355,3.33139,2.040202,1.983656,2.97591,1.956811,2.315069,1.856959,1.667065,1.787774,0,?,0,0,0,0
3174,'2024/05/30 14:57:52:667',20,0,0,6.872846,7.230339,3.608584,3.330189,2.558047,2.787256,1.516681,1.413918,2.13258,1.804789,2.170135,2.897147,2.722518,5.231098,3.903657,6.489862,2.898871,3.002778,3.481106,1.782536,2.020647,1.264018,1.435729,0,?,0,0,0,0
3175,'2024/05/30 14:57:52:701',20,0,0,7.307024,4.640061,2.562152,2.155289,1.173878,1.443493,1.541415,1.277877,4.31752,3.208333,1.886162,2.157766,2.369133,3.036018,2.806021,1.769795,3.987843,2.685299,2.538869,1.877741,1.628931,1.449124,1.413162,0,?,0,0,0,0
3176,'2024/05/30 14:57:52:734',20,0,0,4.010165,2.572331,3.00256,3.307695,2.73221,2.00045,1.598881,0.972538,1.912695,1.890629,1.43656,2.619093,3.181995,2.911741,4.73139,2.789441,3.411547,3.265959,1.862039,1.831427,1.918259,1.713593,1.43216,0,?,0,0,0,0
3177,'2024/05/30 14:57:52:769',20,0,0,3.034919,4.859456,3.122531,1.087572,1.064212,1.762364,1.947918,1.881832,2.515012,3.392927,1.597463,3.294461,2.000989,2.297075,4.138077,2.901046,4.272356,2.440084,2.177264,1.768785,2.073693,2.087315,1.667738,0,?,0,0,0,0
3178,'2024/05/30 14:57:52:802',20,0,0,2.021167,1.243783,1.433637,1.886371,2.231081,3.264547,1.271903,1.026036,1.626057,1.739923,1.721145,3.311154,2.332582,2.537001,3.126938,3.619493,3.618722,4.610958,2.25662,2.221327,1.504412,1.441532,1.652422,0,?,0,0,0,0
3179,'2024/05/30 14:57:52:836',20,0,0,3.781135,3.148685,2.353578,2.747361,1.198791,1.198455,1.506817,2.250778,1.571222,1.705717,2.508006,3.578916,3.900783,3.317978,2.717254,4.23887,3.877511,3.147511,2.451826,2.007905,2.419381,1.591937,1.799249,0,?,0,0,0,0
3180,'2024/05/30 14:57:52:869',20,0,0,5.708446,1.012348,2.653381,2.1943,1.764881,1.321214,2.922041,1.527692,1.726616,1.51539,1.168478,5.089632,4.756318,3.609496,3.62243,4.426352,5.519814,3.025221,3.191546,1.820876,1.617785,2.69416,1.849951,0,?,0,0,0,0
3181,'2024/05/30 14:57:52:902',20,0,0,5.990917,5.55349,2.843404,2.02433,3.495536,2.503546,0.843728,0.710461,2.587504,3.103315,1.717747,3.288282,3.070324,3.092278,3.843925,3.100147,3.987557,2.90452,2.534462,2.631821,2.125425,2.305889,1.646414,0,?,0,0,0,0
3182,'2024/05/30 14:57:52:935',20,0,0,11.300364,3.727113,1.581811,1.814572,1.18308,2.491232,1.584909,1.919416,2.205181,1.674595,2.992091,3.654145,3.134137,3.285814,6.118459,3.523085,3.617777,2.742146,2.217538,2.337635,2.091229,1.521572,1.347963,0,?,0,0,0,0
3183,'2024/05/30 14:57:52:968',20,0,0,5.202788,3.853672,3.827791,4.208016,4.079207,3.283954,1.245847,0.970111,1.688508,1.957671,3.169643,3.290248,2.614273,1.970144,3.151845,4.540629,4.902606,4.113439,2.235075,1.900952,1.304565,1.965711,1.482917,0,?,0,0,0,0
3184,'2024/05/30 14:57:53:002',20,0,0,1.514183,3.017572,2.739765,2.658571,1.311604,0.430799,1.292296,1.244821,1.672778,2.011989,1.162907,1.418952,2.104764,2.164508,2.115974,6.084848,6.784604,3.666507,3.301954,2.001135,1.71134,1.667399,1.673039,0,?,0,0,0,0
3185,'2024/05/30 14:57:53:036',20,0,0,2.980427,5.390493,5.785562,3.929342,3.041682,1.146895,1.468424,2.364182,1.040856,1.406853,1.272917,1.349587,2.324716,2.897887,1.928615,4.01408,4.79889,2.214177,2.904638,2.721326,1.660667,1.083211,0.87958,0,?,0,0,0,0
3186,'2024/05/30 14:57:53:069',20,0,0,8.280614,6.369789,3.705451,3.503674,2.137859,2.782832,1.643666,1.020324,1.037328,2.318735,2.231012,2.513211,3.01307,3.687271,2.872913,2.941754,3.618754,2.336926,1.746753,2.560497,1.912139,1.246958,1.704401,0,?,0,0,0,0
3187,'2024/05/30 14:57:53:102',20,0,0,4.944534,4.170192,3.928754,3.199734,1.378568,1.535617,1.63274,1.270927,1.955623,0.99862,2.456656,3.207868,2.193402,1.805896,2.606437,3.661826,6.209615,1.566993,1.729701,2.163094,1.652821,1.554052,1.514213,0,?,0,0,0,0
3188,'2024/05/30 14:57:53:135',20,0,0,9.301713,3.979179,6.535903,3.853485,2.818896,1.162752,0.94165,0.819163,1.242893,1.292304,1.644487,1.834243,4.037318,3.497258,3.224895,3.18885,3.701725,2.731081,3.306909,2.138397,2.268142,1.906052,1.703415,0,?,0,0,0,0
3189,'2024/05/30 14:57:53:169',20,0,0,6.640565,2.503187,3.184128,2.918529,1.876801,1.142437,1.542855,1.256182,1.950833,2.826539,2.408394,3.574341,3.64993,3.221879,2.567884,3.200217,4.552731,2.748332,2.915335,1.884387,2.275893,2.40264,1.771844,0,?,0,0,0,0
3190,'2024/05/30 14:57:53:202',20,0,0,6.779988,3.671954,2.357265,2.445834,0.964429,1.053183,1.46485,1.317594,2.256383,1.571755,1.690394,2.909648,2.295612,2.056415,2.980715,3.104948,4.791179,2.915795,2.235523,1.767904,2.259487,1.537208,1.240104,0,?,0,0,0,0
3191,'2024/05/30 14:57:53:236',20,0,0,9.408167,6.035796,3.305808,3.043825,2.050197,4.368212,3.88548,2.63965,6.065373,3.451459,4.412261,5.197602,3.079144,2.850018,5.080263,5.113981,4.323015,3.258433,3.311551,2.03551,2.373551,2.406106,2.276129,0,?,0,0,0,0
3192,'2024/05/30 14:57:53:268',20,0,0,10.518368,2.505473,2.668764,2.883544,1.965909,2.292235,1.015915,1.045299,1.653747,2.089387,1.09595,2.262158,1.672007,2.628713,3.408558,4.967273,5.477307,2.268705,2.879007,1.923532,2.280776,1.819819,1.555253,0,?,0,0,0,0
3193,'2024/05/30 14:57:53:301',20,0,0,10.545714,3.08454,3.691445,2.928637,1.999078,3.661157,1.433711,0.61573,1.269689,1.430115,2.389183,3.433828,1.961534,3.061208,4.325161,3.175811,2.715698,1.727402,1.641676,1.998544,1.929993,1.651149,1.130321,0,?,0,0,0,0
3194,'2024/05/30 14:59:04:845',21,0,0,5.949103,2.465466,2.707813,2.735987,1.931048,1.754317,1.248805,1.159388,1.629742,2.341875,2.592395,3.776635,4.312445,2.974654,3.660724,4.672321,6.401455,3.288933,2.284809,3.881065,3.705475,3.604181,3.125997,0,0,-0.024167,0,0,0
3195,'2024/05/30 14:59:04:879',21,0,0,9.919444,5.464025,3.04568,2.54986,2.740448,3.342433,2.139726,1.467755,1.970671,1.051365,2.290011,3.839956,3.949502,3.259625,3.294647,3.535923,5.4881,3.883923,4.068675,2.777184,3.631828,3.177181,3.229549,0,0,-0.024167,0,0,0
3196,'2024/05/30 14:59:04:912',21,0,0,9.064555,6.229547,3.704974,3.18039,2.623421,2.563354,3.205038,1.824033,1.36171,1.39793,1.4664,2.007393,3.231681,3.091686,3.213201,4.927816,2.768834,4.18162,3.171709,2.405325,3.634418,3.253315,2.766631,0,0,-0.024167,0,0,0
3197,'2024/05/30 14:59:04:946',21,0,0,4.815742,2.648779,2.438717,2.888917,1.289305,0.72904,1.178838,1.017946,1.767507,2.549932,2.244002,4.92055,2.16152,2.509998,3.108683,3.05865,3.913785,3.431775,3.169786,4.621516,2.478153,3.079893,3.729872,0,0,-0.024167,0,0,0
3198,'2024/05/30 14:59:04:979',21,0,0,2.812376,4.892643,2.875518,4.363322,4.675178,2.405127,0.941122,1.177011,2.575969,1.958183,1.621495,5.098715,4.03226,2.852785,3.984694,4.652056,2.977597,3.611102,3.903541,3.145315,2.220224,3.064177,2.791337,0,0,-0.024167,0,0,0
3199,'2024/05/30 14:59:05:012',21,0,0,7.29523,0.970724,3.26201,2.945655,1.66695,3.866879,1.891402,2.047294,1.557391,1.165908,2.687228,5.110919,3.182549,2.069315,6.582694,3.829067,3.620342,4.527049,3.521723,3.184766,2.599753,3.254421,2.471781,0,0,-0.024167,0,0,0
3200,'2024/05/30 14:59:05:046',21,0,0,6.027217,5.896436,3.360003,3.964175,3.353392,1.902719,1.016273,1.223675,2.245694,3.44827,2.788636,1.756928,1.681816,2.423756,3.621226,2.978051,4.336845,4.400275,3.804565,2.80692,3.64095,2.503879,2.789763,0,0,-0.024167,0,0,0
3201,'2024/05/30 14:59:05:078',21,0,0,5.419823,2.977569,2.356028,4.021242,3.080791,1.783535,0.601472,1.737831,3.45135,2.00096,1.694443,2.552305,1.486386,3.066578,2.906981,4.570275,6.888523,2.649653,3.304381,2.589766,2.495889,2.304796,1.803955,0,0,-0.024167,0,0,0
3202,'2024/05/30 14:59:05:112',21,0,0,7.795816,6.323905,6.021812,4.730069,2.929025,2.653956,0.459004,0.537874,3.465297,2.286113,1.168918,1.608478,1.884398,3.426072,4.046199,5.793902,4.709308,2.096759,2.723298,1.733375,1.641715,2.470249,2.859467,0,0,-0.024167,0,0,0
3203,'2024/05/30 14:59:05:145',21,0,0,12.063741,7.862644,3.156158,3.825035,2.372071,1.589849,1.854446,1.802287,2.351844,1.442245,2.72024,3.653042,3.074482,2.256791,3.77063,3.027994,4.865355,3.369236,3.101574,2.451314,2.472104,2.607125,1.540446,0,0,-0.024167,0,0,0
3204,'2024/05/30 14:59:05:179',21,0,0,4.465263,2.607777,4.990931,3.986172,1.796079,1.754011,1.190456,3.237317,3.695567,2.59413,1.936039,2.126319,1.456414,3.603335,3.942073,2.740134,2.932938,2.612932,2.85149,2.545883,2.778051,2.917137,2.226633,0,0,-0.024167,0,0,0
3205,'2024/05/30 14:59:05:211',21,0,0,11.381617,3.300214,3.842346,3.603987,1.300437,1.840363,1.546402,1.252188,2.356482,2.619461,2.273254,3.178847,1.687878,3.619594,6.071063,5.426682,2.339648,2.382592,1.88577,3.102867,1.827652,2.097891,2.5429,0,0,-0.024167,0,0,0
