@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
2191,'2024/05/30 14:54:36:374',16,0,0,18.02273,4.823241,3.864465,2.235481,2.419733,1.897975,0.998428,1.513588,2.0694,1.342301,2.592311,3.727415,2.056925,4.198976,4.052284,4.979326,2.81388,2.180124,1.958779,2.408077,1.781754,1.638619,1.23048,0,?,?,0,0,0
2192,'2024/05/30 14:54:36:407',16,0,0,9.181351,5.253871,2.397986,2.652318,1.708094,1.087038,2.977456,2.742421,1.614315,2.873089,3.497016,2.870933,1.930041,2.531785,3.283872,1.669065,3.975977,3.519044,2.396038,1.720237,1.62253,2.276704,1.533398,0,?,?,0,0,0
2193,'2024/05/30 14:54:36:440',16,0,0,23.036514,5.678921,2.237692,2.708969,2.47921,2.655668,2.956711,1.198269,1.087728,2.339851,2.566492,2.739671,1.409976,1.835838,2.655369,3.06416,4.257204,3.862604,1.92378,1.813393,1.956864,2.052138,1.099964,0,?,?,0,0,0
2194,'2024/05/30 14:54:36:474',16,0,0,2.588885,9.62323,5.586312,4.919681,6.624272,10.842565,3.768694,6.095921,7.523174,3.97689,1.231082,2.211988,2.813632,3.575447,3.356487,3.073222,3.910205,2.692977,1.947602,2.276474,2.241056,1.761435,1.443945,0,?,?,0,0,0
2195,'2024/05/30 14:54:36:508',16,0,0,21.127218,12.39848,4.87237,8.247381,7.09247,3.441739,1.1899,2.791345,5.280633,2.771067,1.352445,3.757791,3.036209,2.354279,2.879835,4.007455,5.855204,3.117671,2.225009,3.957981,3.682506,2.727588,2.236095,0,?,?,0,0,0
2196,'2024/05/30 14:54:36:541',16,0,0,15.534441,11.689251,4.410313,3.775527,3.220119,4.19267,1.807514,2.572157,3.319724,1.368114,1.785367,3.406775,1.490006,2.76569,2.692973,2.900116,3.641791,2.606841,3.492084,2.717513,2.43175,2.219989,2.730878,0,?,?,0,0,0
2197,'2024/05/30 14:54:36:574',16,0,0,13.517568,10.275113,3.416054,3.191242,1.727286,3.564117,0.893301,1.468998,3.094869,4.738499,1.983635,2.692028,1.873512,3.642749,3.32447,3.366014,3.409354,3.549878,2.666127,2.531594,2.587744,3.251495,2.972254,0,?,?,0,0,0
2198,'2024/05/30 14:54:36:607',16,0,0,14.060796,5.321123,3.274007,2.306558,1.882113,1.679843,1.444459,2.608611,3.414542,1.668166,1.565505,1.922838,3.492563,2.765031,5.495131,4.144995,5.033628,2.884645,3.575619,2.265318,2.405034,2.075902,2.007257,0,?,?,0,0,0
2199,'2024/05/30 14:54:36:641',16,0,0,15.770162,5.013829,3.484208,2.255553,1.167269,0.836529,1.51899,2.076358,2.237086,1.443992,1.105713,1.621126,3.177708,1.880001,2.408758,5.45445,3.861561,3.331658,2.590053,2.15472,2.062052,2.202483,1.652273,0,?,?,0,0,0
2200,'2024/05/30 14:54:36:674',16,0,0,23.224115,8.404766,1.865345,2.396399,1.513604,1.802546,0.659113,1.620698,1.311124,1.43555,2.702925,2.992719,2.009955,4.304287,4.789367,4.816516,4.399476,2.7823,2.223212,1.430326,2.054985,2.042582,1.825782,0,?,?,0,0,0
2201,'2024/05/30 14:54:36:708',16,0,0,15.954947,5.100496,2.429163,3.8328,3.170641,3.912841,1.742292,1.097533,3.077133,3.267102,1.830773,3.491052,1.921805,1.962149,4.407215,5.756471,5.017362,2.652673,1.854436,1.93747,1.615681,2.389965,1.661748,0,?,?,0,0,0
2202,'2024/05/30 14:54:36:741',16,0,0,10.617028,9.055986,4.260769,2.463148,4.845192,4.96836,2.039704,1.852052,1.748429,1.819538,1.861089,3.471681,3.559425,4.230215,5.288472,4.15673,5.476949,5.109561,2.541857,2.394274,2.100544,1.761354,1.748628,0,?,?,0,0,0
2203,'2024/05/30 14:54:36:774',16,0,0,9.108765,3.041273,2.988813,3.281065,2.298265,3.880274,1.305021,0.722485,0.740509,1.758071,1.923957,5.234473,3.809785,2.068685,3.254367,2.621846,2.734274,2.767028,2.480067,2.347125,1.836734,1.676898,1.785371,0,?,?,0,0,0
2204,'2024/05/30 14:54:36:807',16,0,0,14.14688,8.376415,3.665102,3.632625,0.91409,2.210322,1.581496,0.694781,1.345135,1.02026,1.791641,2.614172,1.706108,1.636635,1.334033,3.258322,5.159757,3.52381,1.657974,1.94104,1.589719,2.333688,1.73074,0,?,?,0,0,0
2205,'2024/05/30 14:54:36:840',16,0,0,10.076074,6.646277,5.481768,4.020903,2.184655,1.800654,0.864161,1.240892,2.105418,1.544023,2.117147,2.546934,2.312461,4.124827,3.534466,3.587004,4.668685,3.685914,2.190554,3.107214,1.703961,2.403715,1.548658,0,?,?,0,0,0
2206,'2024/05/30 14:54:36:875',16,0,0,11.996469,5.733211,4.683592,4.472861,2.737418,3.26592,2.095292,1.071707,0.936207,1.236077,1.732433,1.836912,1.369227,2.60352,3.780778,3.638438,3.415267,1.53178,2.929923,2.033849,1.751794,1.291516,1.000669,0,?,?,0,0,0
2207,'2024/05/30 14:54:36:908',16,0,0,13.275584,12.850142,6.375062,8.203062,3.973368,5.33799,3.138533,2.318424,2.121175,2.616808,0.925749,1.373588,2.001954,2.253696,3.54925,3.118501,3.289024,3.912735,2.041026,2.210247,2.080205,1.813764,1.799374,0,?,?,0,0,0
2208,'2024/05/30 14:54:36:941',16,0,0,14.908495,7.532812,4.579721,2.073757,4.50937,6.825628,1.32029,1.006019,1.040905,1.518914,2.336717,3.578155,3.101265,2.86029,2.640349,2.907992,5.361935,3.160759,2.168186,2.450381,1.925653,1.654461,1.488871,0,?,?,0,0,0
2209,'2024/05/30 14:54:36:974',16,0,0,9.409486,7.473941,7.113439,1.078035,2.627956,4.292602,0.976461,1.416991,2.280489,1.388711,1.561252,2.640184,1.964529,2.446065,3.593422,2.195307,3.330359,3.63396,2.480116,1.728248,1.708445,1.53783,1.077483,0,?,?,0,0,0
2210,'2024/05/30 14:54:37:007',16,0,0,8.252584,4.334441,6.916865,5.882695,2.518987,4.015755,1.411961,1.31281,1.783963,1.491496,2.547946,3.897471,2.423987,2.577879,2.467116,4.95739,5.203906,3.219168,2.290428,1.815315,2.064763,2.19982,1.515597,0,?,?,0,0,0
2211,'2024/05/30 14:54:37:041',16,0,0,11.390077,4.556543,5.286681,6.857938,4.696148,3.266529,1.342942,0.877921,1.079905,1.777531,1.517133,1.631793,1.567496,1.403667,3.4242,3.166941,3.310649,3.614873,1.673053,1.725185,2.172757,1.927935,1.332682,0,?,?,0,0,0
2212,'2024/05/30 14:54:37:075',16,0,0,9.662032,5.385141,2.401252,3.045624,3.34185,1.439754,0.798188,0.980239,1.399413,1.094927,2.042165,4.144867,3.423232,3.723778,5.739629,6.514403,3.834041,2.765654,1.806259,2.50894,1.900183,2.442371,1.875635,0,?,?,0,0,0
2213,'2024/05/30 14:54:37:107',16,0,0,8.333736,1.635265,1.832981,3.393762,3.304186,4.251234,2.552981,2.715576,2.547707,3.071642,4.16595,3.903539,2.437896,1.630007,3.497925,4.178695,2.936875,2.667989,3.295853,1.905584,1.587014,1.288502,2.087293,0,?,?,0,0,0
2214,'2024/05/30 14:54:37:141',16,0,0,9.056282,3.052349,2.399279,2.525175,1.323946,3.771151,1.216898,1.822556,2.071072,1.884015,3.039495,4.017873,3.189988,1.665211,2.004576,2.432006,2.868715,2.733377,2.736691,2.750307,2.444056,2.347137,1.222927,0,?,?,0,0,0
2215,'2024/05/30 14:54:37:174',16,0,0,2.591866,2.634582,2.041288,2.730641,1.498864,2.419234,0.708788,1.663833,2.669653,1.306359,2.345794,3.879212,2.097107,2.536691,4.570122,7.199265,5.814631,3.670633,2.676522,2.647296,1.936505,1.768486,1.978659,0,?,?,0,0,0
2216,'2024/05/30 14:54:37:208',16,0,0,3.666251,4.554851,3.740788,2.931272,1.395494,2.392475,1.239506,1.365592,1.701597,1.829687,2.86806,3.744022,2.076587,2.143109,2.155474,5.596616,3.976017,3.458686,2.658084,2.588624,1.425503,2.317335,1.284421,0,?,?,0,0,0
2217,'2024/05/30 14:54:37:241',16,0,0,11.101651,3.145869,4.171836,3.869231,2.094174,2.734625,2.689925,1.120348,2.217385,1.665322,2.222044,2.713925,1.584868,2.19172,4.481194,5.027198,5.523838,3.123016,2.26394,2.439249,2.011359,1.219502,1.514655,0,?,?,0,0,0
2218,'2024/05/30 14:54:37:274',16,0,0,6.059184,3.371669,3.192292,2.612242,1.178076,1.881488,1.895814,1.739923,1.379086,1.505471,0.858134,0.851392,3.12972,2.129821,3.47222,3.80448,3.973053,3.878316,3.42394,1.756541,2.173714,1.987475,1.992989,0,?,?,0,0,0
2219,'2024/05/30 14:54:37:307',16,0,0,10.2212,2.707397,2.332435,2.465938,1.379422,2.111306,0.833429,0.802139,2.352868,1.926367,1.826593,3.241853,1.855145,2.575583,3.760211,4.083234,2.926519,3.649371,3.965328,2.419161,1.674601,2.066032,1.121824,0,?,?,0,0,0
2220,'2024/05/30 14:54:37:341',16,0,0,6.098887,1.24177,2.83791,2.311425,0.70587,2.532572,0.596981,0.895298,2.330096,0.885551,1.39449,2.105349,3.646473,2.226333,4.3149,3.384513,3.200436,4.284756,3.48853,2.315157,2.058848,1.405058,1.500423,0,?,?,0,0,0
2221,'2024/05/30 14:54:37:374',16,0,0,9.658531,3.329923,3.33633,3.236021,3.191372,3.57522,1.565433,0.650466,2.774213,1.861739,1.414403,2.387138,4.354325,2.15316,4.725734,2.446332,4.478761,3.72806,2.737859,2.369035,1.795746,1.92221,1.923653,0,?,?,0,0,0
2222,'2024/05/30 14:54:37:408',16,0,0,12.370279,5.433281,4.202275,3.236504,1.504232,1.877301,1.883011,1.543603,1.979155,2.980769,1.700506,2.926152,2.210589,4.248215,3.595465,4.346044,4.390142,2.901557,2.136331,2.068308,1.865505,1.510445,1.6543,0,?,?,0,0,0
2223,'2024/05/30 14:54:37:441',16,0,0,8.504865,4.377136,2.268145,3.263077,2.05199,1.59776,0.885174,1.153342,4.284836,2.927158,2.169734,4.425147,1.966965,2.025176,4.279369,3.832062,4.240145,2.336356,2.482423,2.438559,2.786194,1.511069,1.612163,0,?,?,0,0,0
2224,'2024/05/30 14:54:37:474',16,0,0,10.424197,4.508687,1.677803,2.800877,1.339983,1.003506,0.715364,1.837294,3.843464,3.220737,2.331338,2.908492,3.615545,3.632454,2.77204,4.921011,3.135784,2.500155,1.862973,2.45425,1.568198,2.206045,1.615498,0,?,?,0,0,0
2225,'2024/05/30 14:54:37:508',16,0,0,16.404207,5.839705,2.896743,3.089637,1.439745,3.172398,0.902618,0.634766,1.527465,2.20666,1.857393,2.734012,1.923388,2.636845,3.862503,2.882819,2.64145,3.256352,1.920298,1.26085,2.090707,1.498093,1.720271,0,?,?,0,0,0
2226,'2024/05/30 14:54:37:541',16,0,0,12.956737,5.056409,1.814114,1.436048,1.473826,1.034852,1.243135,1.356086,2.552126,2.030205,1.936027,2.158073,2.272133,3.705585,7.5492,4.853902,2.751255,2.435915,2.131861,2.414734,2.481179,1.733704,2.443077,0,?,?,0,0,0
2227,'2024/05/30 14:54:37:574',16,0,0,12.598537,3.963047,3.182606,2.088207,2.229632,2.160042,1.509353,1.808819,1.512102,1.15905,1.636648,4.014112,5.255714,2.908418,2.739309,5.447877,4.796635,5.354378,19.671547,13.027348,8.266761,4.08813,2.966968,0,?,?,0,0,0
2228,'2024/05/30 14:54:37:608',16,0,0,6.311568,1.761106,0.913849,1.136689,4.4123,2.615319,2.080033,1.48174,1.261778,2.547832,2.729093,2.812492,2.801567,2.497729,4.739278,4.230999,3.816084,4.789353,22.781624,27.166782,13.022553,3.773564,2.790836,0,?,?,0,0,0
2229,'2024/05/30 14:54:37:641',16,0,0,9.479389,4.821746,4.789409,2.531832,2.888437,3.209303,1.552064,2.393935,8.320403,3.658917,4.816823,3.004615,3.508561,4.626246,5.98407,3.452273,5.025205,5.540512,16.015144,22.956394,14.658592,10.232781,8.533154,0,?,?,0,0,0
2230,'2024/05/30 14:54:37:675',16,0,0,12.813042,3.07335,3.629114,2.551398,1.236247,0.842831,0.806152,1.144825,3.156186,1.911839,2.294404,3.403894,3.748618,3.170836,5.615103,5.081771,3.282205,4.08123,10.739536,30.893589,12.979425,8.608521,5.955015,0,?,?,0,0,0
2231,'2024/05/30 14:54:37:708',16,0,0,10.633246,4.650333,1.795558,1.853286,1.660565,2.622301,2.289285,1.738325,3.659088,2.295518,3.4775,4.242889,3.963369,4.144567,4.923241,3.480464,2.509179,7.982614,24.264629,25.425303,7.159664,3.565954,3.370665,0,?,?,0,0,0
2232,'2024/05/30 14:54:37:740',16,0,0,13.518031,4.968562,3.180044,2.812187,1.697432,1.254547,1.763916,2.140299,2.158519,2.122777,3.573285,2.923901,1.490191,4.796292,4.414407,4.645925,3.079953,6.788916,14.30714,13.207183,6.836907,4.947757,2.1583,0,?,?,0,0,0
2233,'2024/05/30 14:54:37:775',16,0,0,14.899748,7.472616,2.540533,3.716432,3.418037,2.976114,0.582178,0.93354,1.309077,2.268244,2.160527,2.624548,3.236822,3.080894,4.556934,2.685192,3.453702,1.951986,3.814295,5.20024,3.183453,3.316404,3.774452,0,?,?,0,0,0
2234,'2024/05/30 14:54:37:808',16,0,0,9.674171,5.350261,3.323714,3.636571,3.07885,4.731576,1.484239,1.58097,1.894091,2.312162,1.23413,1.400889,2.151221,2.719703,3.265452,3.10819,5.885455,6.09626,5.288687,5.306801,2.742341,3.365195,2.969623,0,?,?,0,0,0
2235,'2024/05/30 14:54:37:841',16,0,0,14.422287,6.398192,0.994832,0.518987,3.20454,1.571253,1.800932,2.206709,2.599772,2.523242,1.314858,2.908423,3.770643,2.491575,5.012805,4.786658,5.091447,5.593122,4.289741,7.293005,6.296294,4.795962,2.874402,0,?,?,0,0,0
2236,'2024/05/30 14:54:37:875',16,0,0,16.486595,6.99875,4.165902,1.49189,6.864337,4.885384,2.508475,2.400295,3.138541,2.172923,2.886664,3.347639,2.007329,2.162916,5.610513,3.455685,5.215154,6.01324,4.315059,9.647121,3.1193,3.666398,3.767859,0,?,?,0,0,0
2237,'2024/05/30 14:54:37:908',16,0,0,14.746762,1.976728,2.841978,4.349601,3.684876,4.348593,1.477703,1.947764,1.841891,3.293052,2.764418,4.743045,5.143456,4.480766,3.753968,4.839887,4.35641,4.687046,5.671527,4.209705,4.373078,1.79162,1.550303,0,?,?,0,0,0
2238,'2024/05/30 14:54:37:941',16,0,0,18.310827,12.14095,4.864422,5.395879,5.338196,3.862209,1.387345,1.572396,1.876595,2.33047,2.019291,3.804527,2.708884,1.666533,3.273484,3.969929,2.643132,2.611447,8.136303,6.603597,4.859544,3.492831,2.447438,0,?,?,0,0,0
2239,'2024/05/30 14:54:37:975',16,0,0,6.914531,3.042701,2.763828,4.357307,3.522297,2.850189,1.39009,1.195595,2.003226,1.540091,1.815308,2.941663,3.384219,1.902893,3.853981,4.56324,2.795715,4.481084,7.892802,11.619452,5.355664,3.345656,2.418921,0,?,?,0,0,0
2240,'2024/05/30 14:54:38:008',16,0,0,13.368029,5.507008,4.358797,3.575654,0.354818,0.613142,0.801056,0.660702,1.215591,1.78171,1.124793,3.583471,3.843173,2.366877,3.114897,4.016498,6.388767,4.103143,3.817603,8.130747,5.474836,3.043061,2.421041,0,?,?,0,0,0
2241,'2024/05/30 14:54:38:041',16,0,0,14.099834,8.332451,2.488983,3.761684,0.626648,0.929993,1.104926,1.613384,1.51333,1.478154,3.443318,4.128767,2.130205,2.758749,3.173836,3.952174,4.265694,5.551513,7.473104,10.530565,4.884743,2.429157,2.325986,0,?,?,0,0,0
2242,'2024/05/30 14:54:38:075',16,0,0,7.934372,2.045341,5.389339,3.529982,0.802237,0.777258,1.259293,1.662054,1.030087,1.241543,1.449956,3.912777,3.44615,2.36149,4.619685,3.55399,3.626536,4.457463,5.310311,3.393048,3.05776,1.718836,1.581472,0,?,?,0,0,0
2243,'2024/05/30 14:54:38:108',16,0,0,11.766174,6.226856,4.440377,4.172818,2.201134,0.927123,1.808463,1.358227,0.748098,0.880772,1.76324,4.550314,2.013298,3.124215,3.414914,5.282053,6.618981,4.924087,5.572524,3.597685,3.719704,2.015886,2.077499,0,?,?,0,0,0
2244,'2024/05/30 14:54:38:141',16,0,0,9.999271,3.687004,5.508927,4.732774,2.091538,0.636343,1.332304,2.374862,1.701672,1.275552,0.885348,3.247994,3.842594,2.603731,4.008775,4.013279,5.951124,5.405445,5.792586,7.643388,5.485717,1.935033,1.582632,0,?,?,0,0,0
2245,'2024/05/30 14:54:38:174',16,0,0,10.887765,5.381051,1.595257,2.58845,2.942033,4.351431,0.907392,1.288294,1.491153,1.070378,1.18758,1.79152,2.858667,3.919642,5.344173,5.221689,4.475774,5.140102,3.811421,9.73506,7.539697,2.658212,2.066856,0,?,?,0,0,0
2246,'2024/05/30 14:54:38:207',16,0,0,13.144946,3.813751,5.820235,7.077794,5.609751,2.381443,0.685956,0.327878,1.16231,3.530239,2.652013,4.815529,3.126785,1.635865,2.665563,4.046474,4.513957,4.715592,6.983185,9.68371,7.25474,2.565838,2.019354,0,?,?,0,0,0
2247,'2024/05/30 14:54:38:242',16,0,0,17.540833,8.878309,2.836285,0.412193,1.325477,2.282565,0.802014,1.475975,1.430059,1.2829,0.90255,2.826333,2.81918,2.428783,2.559564,3.618324,3.44433,5.565424,4.729143,4.521626,4.69444,1.710455,1.625517,0,?,?,0,0,0
2248,'2024/05/30 14:54:38:274',16,0,0,8.172398,3.979481,3.943014,3.895805,1.765445,2.877713,1.364226,1.12976,2.264887,2.133445,2.448469,1.604125,1.712142,3.503654,3.390701,3.491593,3.491777,4.720466,7.700554,4.659216,3.176867,2.273856,1.790674,0,?,?,0,0,0
2249,'2024/05/30 14:54:38:308',16,0,0,17.250162,2.947462,1.97011,1.184734,1.969894,2.119952,1.220185,1.993193,2.718323,3.388211,3.404565,4.951957,3.971249,2.449637,1.859646,3.72492,3.191646,5.232442,5.682773,5.004131,3.370609,2.47403,3.201975,0,?,?,0,0,0
2250,'2024/05/30 14:54:38:341',16,0,0,14.625692,6.182512,3.137707,2.999801,2.471957,2.259957,3.044567,1.952021,1.485254,2.387828,2.366284,3.250145,1.315897,2.273805,1.991141,3.925422,3.740455,5.089377,5.750302,7.335947,3.095696,2.881483,2.921371,0,?,?,0,0,0
2251,'2024/05/30 14:54:38:374',16,0,0,16.011278,6.474256,3.667628,2.984554,1.597914,4.024582,1.874782,1.231265,3.531955,2.222668,2.745302,2.825383,2.889721,2.617462,3.671511,2.568435,3.528766,2.919554,4.739055,8.123772,5.951577,4.007726,2.85938,0,?,?,0,0,0
2252,'2024/05/30 14:54:38:409',16,0,0,7.909329,16.661947,5.685032,3.695005,13.027222,15.559958,4.760649,4.441035,5.841991,6.301985,3.071916,5.938788,4.605693,4.517437,13.14158,14.305788,16.89015,32.165306,20.765318,26.21957,25.386282,22.367403,21.72843,0,?,?,0,0,0
2253,'2024/05/30 14:54:38:443',16,0,0,7.872416,10.58078,6.187854,3.638831,3.038453,9.105644,3.552132,2.317025,6.336491,9.350408,8.037859,6.274019,10.426805,7.064549,20.527821,23.227524,37.878559,37.423779,26.646975,17.685671,38.594662,44.688992,16.88475,0,?,?,0,0,0
2254,'2024/05/30 14:54:38:475',16,0,0,6.870971,3.39424,4.426755,6.064075,5.503655,7.373312,2.522009,1.704722,1.964983,5.62046,3.360688,3.176866,5.671889,4.651754,10.041098,10.922551,12.912221,10.28003,6.969742,8.324121,10.584426,6.885901,5.362337,0,?,?,0,0,0
2255,'2024/05/30 14:54:38:508',16,0,0,9.465886,6.400091,6.352282,2.625246,1.891027,2.362506,1.003664,1.699978,2.315515,2.440235,2.948088,4.3717,2.541522,6.043384,9.126538,9.909099,13.458231,10.087552,10.878797,10.855597,11.260073,7.423365,6.556857,0,?,?,0,0,0
2256,'2024/05/30 14:54:38:542',16,0,0,10.734249,4.495853,1.056322,1.529826,2.514254,3.937491,2.216267,2.415594,2.271127,1.770408,0.974687,2.787878,4.2628,6.669636,10.229705,7.604065,6.789841,6.396609,6.654957,7.945227,8.725805,6.121981,5.152505,0,?,?,0,0,0
2257,'2024/05/30 14:54:38:574',16,0,0,3.97727,2.835648,2.652202,2.045561,1.943759,2.655905,1.639086,3.105586,3.284864,3.001347,1.936665,2.48393,4.135633,2.611158,6.872392,8.864767,4.577027,6.444557,5.672661,10.984056,4.380182,5.00523,3.682897,0,?,?,0,0,0
2258,'2024/05/30 14:54:38:608',16,0,0,16.394264,4.416812,2.99855,2.277178,1.851483,1.859008,1.28602,2.059638,2.491228,3.975316,1.640484,2.137593,4.977032,4.267885,4.611978,5.0644,5.404314,4.391259,4.59009,5.371808,3.831239,3.745957,2.61112,0,?,?,0,0,0
2259,'2024/05/30 14:54:38:641',16,0,0,20.633739,11.82444,4.871933,6.121321,8.261264,18.518291,10.989155,20.655428,30.097425,11.3671,10.009024,14.672302,7.235023,8.403197,7.40647,6.378452,6.089696,8.148158,3.929558,5.403984,3.218786,5.856497,7.178011,0,?,?,0,0,0
2260,'2024/05/30 14:54:38:675',16,0,0,17.536936,5.24343,2.465925,3.934829,7.372665,6.281013,1.311849,3.210471,3.239453,2.514361,1.730691,4.311252,4.217409,2.592378,2.561625,3.957579,3.45097,3.427789,7.527524,4.08434,3.185708,3.116949,3.10081,0,?,?,0,0,0
2261,'2024/05/30 14:54:38:708',16,0,0,2.773541,2.047648,2.609588,1.315774,1.77978,2.303324,2.335411,2.043653,3.935922,3.026399,1.706682,4.358956,2.878938,2.850448,2.689001,4.631769,6.61913,3.480918,5.177389,6.795463,6.127645,3.115781,3.844963,0,?,?,0,0,0
2262,'2024/05/30 14:54:38:742',16,0,0,15.150039,1.944471,3.004628,2.326195,1.379332,1.533344,0.879928,1.661057,2.930071,2.646999,2.041241,3.574283,3.637263,2.304812,2.420616,3.45777,4.000539,3.552441,7.930843,6.900462,4.71926,4.421487,2.200601,0,?,?,0,0,0
2263,'2024/05/30 14:54:38:774',16,0,0,6.856152,2.916738,1.18269,0.088105,1.744685,1.54189,1.597968,0.704679,1.306686,1.220415,1.75794,3.26655,2.975689,3.243641,3.722047,3.614897,5.023942,5.836749,3.721147,4.248748,3.226761,2.416601,1.671254,0,?,?,0,0,0
2264,'2024/05/30 14:54:38:808',16,0,0,13.0622,6.151702,3.9723,3.579595,1.031591,1.535745,1.61257,1.099683,1.71226,2.152325,1.359012,2.794279,2.168534,2.140143,2.460087,5.187181,4.60265,5.607622,5.753269,3.332259,2.255281,1.743382,2.204605,0,?,?,0,0,0
2265,'2024/05/30 14:54:38:841',16,0,0,11.777748,5.324714,3.269048,2.252024,2.501597,3.578089,1.178622,2.239022,1.957978,1.685228,2.465635,2.465888,2.414696,3.232755,3.410119,2.514949,5.995309,4.48396,5.859097,9.203582,5.478179,3.53457,1.298863,0,?,?,0,0,0
2266,'2024/05/30 14:54:38:874',16,0,0,2.823848,3.421407,3.400973,2.836876,2.981687,2.710555,0.508988,1.391674,2.183248,1.567739,1.644945,2.498423,1.82192,2.001125,3.48248,2.562806,3.446291,5.240106,5.056258,6.111661,4.913294,2.779793,2.307855,0,?,?,0,0,0
2267,'2024/05/30 14:54:38:908',16,0,0,18.98414,11.517838,2.374527,2.12248,1.350329,2.316811,1.332623,3.712559,4.074052,1.752622,1.808232,2.582745,4.091554,3.058633,4.452583,3.843878,4.093855,3.585207,7.22591,7.193445,3.629896,1.671045,2.823336,0,?,?,0,0,0
2268,'2024/05/30 14:54:38:941',16,0,0,11.269053,3.829422,2.734936,0.927741,1.98554,2.05616,1.323805,0.743187,1.700282,1.322166,1.317832,2.362662,1.955233,2.458808,2.685216,3.153387,3.273012,3.200677,4.467976,4.283691,2.749207,2.221206,2.20493,0,?,?,0,0,0
2269,'2024/05/30 14:54:38:975',16,0,0,19.413519,11.620069,3.458796,1.558256,0.817387,1.716207,0.960542,1.556265,1.36182,1.872998,0.987803,1.91625,1.770929,2.588475,3.685238,4.0206,4.433774,3.573227,4.159094,3.923401,2.649705,1.909414,1.671438,0,?,?,0,0,0
2270,'2024/05/30 14:54:39:008',16,0,0,11.677775,8.810618,3.836947,3.396211,2.266999,2.458114,0.913505,1.206729,2.509362,2.835681,2.485638,3.395035,3.014622,3.423385,4.211284,4.662652,3.692548,3.503078,4.19894,11.862138,6.327039,3.827935,3.457141,0,?,?,0,0,0
2271,'2024/05/30 14:54:39:042',16,0,0,13.059695,6.306099,2.634662,2.049186,3.634411,3.185563,1.345151,1.952937,1.562832,3.569856,2.688359,4.139518,2.591486,2.518028,2.641828,3.985387,4.879362,3.326198,4.326851,11.633272,6.289272,3.392251,2.466187,0,?,?,0,0,0
2272,'2024/05/30 14:54:39:074',16,0,0,7.719998,7.576069,3.187797,3.841693,2.379669,1.285182,1.036598,1.330389,1.407241,0.925196,1.913902,3.475956,2.476346,4.529539,4.44328,4.995996,5.848452,4.871778,5.223921,7.696618,5.266543,3.218411,2.865068,0,?,?,0,0,0
2273,'2024/05/30 14:54:39:108',16,0,0,9.775417,6.412425,0.741593,2.033539,3.394137,2.110755,1.336654,2.107152,3.327153,2.798543,2.634808,4.113491,3.279593,2.418759,4.760863,3.5098,5.234803,3.44751,3.629853,4.466984,3.5659,2.438054,2.00031,0,?,?,0,0,0
2274,'2024/05/30 14:54:39:142',16,0,0,3.436203,3.948412,2.340374,2.526462,3.126782,1.320865,1.782237,2.845778,1.318,1.406552,2.489318,1.38516,1.731812,3.050852,3.146219,2.386168,4.060805,4.342362,6.974303,3.046608,2.016405,2.249914,2.370255,0,?,?,0,0,0
2275,'2024/05/30 14:54:39:175',16,0,0,11.87151,5.862629,1.884789,1.3111,2.433075,2.408405,1.686652,2.51672,1.649735,2.441691,0.776848,3.145625,3.841277,3.012304,2.789113,4.651689,7.64888,5.419145,5.694285,10.932114,7.164958,5.776287,3.165543,0,?,?,0,0,0
2276,'2024/05/30 14:54:39:209',16,0,0,13.209277,6.642669,2.122263,1.075505,3.24776,2.768414,1.979159,1.237087,2.019686,4.314827,1.968697,2.973888,3.426406,2.682431,5.067115,5.56892,9.096133,6.370182,5.592029,16.976751,10.109832,5.261639,5.837546,0,?,?,0,0,0
2277,'2024/05/30 14:54:39:241',16,0,0,20.718414,6.645333,1.925157,1.186478,8.688585,9.160975,5.646129,3.422742,3.845578,5.224027,5.920333,10.373095,9.878526,2.043214,12.146405,20.222441,31.212896,42.618023,14.973801,20.406858,31.418097,19.977442,11.57029,0,?,?,0,0,0
2278,'2024/05/30 14:54:39:275',16,0,0,22.189938,9.983612,6.110432,4.502655,5.8874,13.535656,7.47743,8.609623,16.292288,7.124114,9.531015,10.505496,11.799512,9.976626,36.117985,22.398508,20.881113,39.949566,22.754522,22.539284,32.958397,30.762079,26.693436,0,?,?,0,0,0
